P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
HD 73583 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,21-02-2024,10.2,-3.1,3.4,0,Mass,2.79,-0.1,0.1,0,6.398042,-6.20E-06,6.7000000e-06,0,0.0604,-0.0026,0.0027,0,0.09,-0.06,0.09,0,88.37,-0.18,0.18,0,-76,-86,234,0,HD 73583,HD 73583,HIP 42401,K4 V,129.6883,-13.256527,08h38m45.19s,-13d15m23.50s,9.67,-0.03,0.03,31.5666,-0.032,0.0321,4511,-110,110,0,0.73,-0.02,0.02,0,0.65,-0.02,0.02,0,0,-0.09,0.09,0,0.48,-0.19,0.19,0,-0.744,-0.014,0.014,0,4.62,-0.12,0.12,0,1.9120444,3.655914,1.3103634,0.46966431,0.001324207,0.06064462,0.054964,0.065836,0.060461318,49.624047,41.598065,59.681996,675.0888,646.94594,708.04448,,730.62378,799.62498,Neptunian,K,08 38 45.19,-13 15 23.50,0.18030177,0.33943281,0.8381816,0.42994449,0.79466914,0.45526503,0.79466914,0.41506608,0.79466914,1.1464728,0.2071698,0.28501824,0,0,Hot,0,0.24316119,Hydra,Hya,Water Snake
HATS-77 b,Transit,HATSouth,2021,16-02-2024,436.69623,-23.5193,31.78284,0,Mass,13.058,-0.235,0.235,0,3.0876262,-1.60E-06,1.6000000e-06,0,0.03607,-0.00025,0.00025,0,0.045,,,1,88.44,-0.27,0.27,0,,,,0,HATS-77,,,,149.82367,-27.392817,09h59m17.68s,-27d23m34.14s,16.195,-0.229,0.229,436.176,-10.4,10.91,4071,-13,13,0,0.66,-0.01,0.01,0,0.64,-0.01,0.01,0,0.253,-0.039,0.039,0,12.1,-5,5,0,-0.992,-0.012,0.012,0,4.64,-0.01,0.01,0,5.782976,33.442811,2.5610975,0.19613245,0.003002479,0.036106521,0.03444685,0.03769315,0.036079136,78.369646,71.692733,85.842226,757.65526,741.25646,775.39849,,837.1327,875.69075,Jovian,K,09 59 17.68,-27 23 34.14,0.10185914,0.25844268,0.65183729,0.32735793,0.61799553,0.34682388,0.61799553,0.31601828,0.61799553,0.86171522,0.094067925,0.47192217,0,0,Hot,0,0.081865362,Antlia,Ant,Air Pump
K2-370 b,Transit,K2,2022,16-02-2024,10.4,,,0,M-R relationship,3.207,-0.548,0.224,0,2.14084,-3.80E-05,3.6000000e-05,0,0.03228304,,,0,,,,0,,,,0,,,,0,K2-370,,,G8,67.82053,19.83169,04h31m16.93s,+19d49m54.08s,11.109,-0.013,0.013,144.202,-1.179,1.198,5377,-138,138,0,0.98,-0.3,0.43,0,0.97,-0.06,0.07,0,0.018,-0.235,0.235,0,,,,0,-0.127,-0.015,0.017,0,4.45,-0.15,0.15,0,1.8008071,3.2429061,1.0111962,0.31530907,0.000709625,0.03228304,0.03228304,0.03228304,0.03228304,716.22777,716.22777,716.22777,1317.8394,1317.8394,1317.8394,,1488.2926,1488.2926,Neptunian,G,04 31 16.93,+19 49 54.08,0.74644876,0.66364802,1.5824941,0.84060131,1.5003477,0.88923079,1.5003477,0.81148187,1.5003477,2.3327262,1.0118101,0.45824016,0,0,Hot,0,0.20324477,Taurus,Tau,Bull
Kepler-305 e,Transit,Kepler,2020,08-09-2020,3.87,,,0,M-R relationship,1.794,,,0,3.20538,,,0,0.0399,,,0,0,,,0,87.1,,,0,,,,0,Kepler-305,,,,299.22426,40.343167,19h56m53.82s,+40d20m35.40s,15.851,-0.263,0.263,868.477,-25.126,26.64,4974,-123,123,0,0.82,,,0,0.83,,,0,0.04,-0.15,0.15,0,4.37,-2.35,3.26,0,-0.423,,,0,4.52,,,0,1.4687378,2.1571906,1.2024474,0.67026054,0.000669459,0.0399,0.0399,0.0399,0.0399,237.16697,237.16697,237.16697,999.6852,999.6852,999.6852,1128.9873,1128.9873,1128.9873,Superterran,K,19 56 53.82,+40 20 35.40,0.37757219,0.48188668,1.1662969,0.61038089,1.105754,0.64597379,1.105754,0.58925626,1.105754,1.6590664,0.47709997,0.42813069,0,0,Hot,0,0.27060503,Cygnus,Cyg,Swan
GJ 367 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,10-08-2023,0.633,-0.05,0.05,0,Mass,0.699,-0.024,0.024,0,0.3219225,-2.00E-07,2.0000000e-07,0,0.00709,-0.00027,0.00027,0,0.06,-0.04,0.07,0,79.89,-0.85,0.87,0,66,-108,41,0,GJ 367,,HIP 47780,M1.0 V,146.12146,-45.779016,09h44m29.15s,-45d46m44.46s,10.153,-0.044,0.044,9.41263,-0.002835,0.002835,3522,-70,70,0,0.46,-0.01,0.01,0,0.46,-0.01,0.01,0,-0.01,-0.12,0.12,0,,,,0,-1.539,-0.043,0.042,0,4.78,-0.03,0.03,0,0.95161936,0.9055794,1.2955356,1.8534129,7.4149455e-05,0.007102762,0.0066646,0.0075154,0.007093194,576.09044,511.79472,650.80641,1247.179,1211.6402,1286.6566,1408.4927,1368.3572,1453.0765,Terran,M,09 44 29.15,-45 46 44.46,0.028906799,0.1390212,0.36036882,0.17609049,0.34165579,0.18668173,0.34165579,0.16997484,0.34165579,0.45905399,0.032475868,0.35612604,0,0,Hot,0,0.28429496,Vela,Vel,Sails
Kepler-424 b,Transit,Kepler,2014,28-03-2023,327.35,-41.32,41.32,0,Mass,9.98,-0.67,0.9,0,3.3118644,-3.90E-07,3.9000000e-07,0,0.044,-0.004,0.005,0,0,,,0,84.68,-0.79,0.79,0,,,,0,Kepler-424,,,,298.62498,48.57745,19h54m30.00s,+48d34m38.82s,14.429,-0.103,0.103,698.646,-9.844,10.125,5460,-81,81,0,1.01,-0.05,0.05,0,0.94,-0.06,0.06,0,0.44,-0.14,0.14,0,4.9,-2.4,3.3,0,-0.15,-0.07,0.06,0,4.5,-0.05,0.05,0,5.7271809,32.800601,3.2866334,0.32932198,0.00302321,0.044,0.044,0.044,0.044,365.67448,365.67448,365.67448,1113.9697,1113.9697,1113.9697,,1258.0537,1258.0537,Jovian,G,19 54 30.00,+48 34 38.82,0.70794578,0.64330948,1.5298226,0.81483807,1.4504105,0.86190478,1.4504105,0.78660349,1.4504105,2.2717669,1.1786691,0.46776886,0,0,Hot,0,0.089505491,Cygnus,Cyg,Swan
Kepler-426 b,Transit,Kepler,2014,28-03-2023,108.06,-25.43,25.43,0,Mass,12.22,-0.34,0.34,0,3.2175188,-1.90E-07,1.9000000e-07,0,0.0414,-0.001,0.001,0,0.18,,,1,85.74,-0.06,0.06,0,,,,0,Kepler-426,,,G1 V,289.43467,49.473455,19h17m44.32s,+49d28m24.44s,15.032,-0.16,0.16,843.695,-13.668,13.668,5725,-90,90,0,0.91,-0.06,0.06,0,0.92,-0.02,0.02,0,-0.21,-0.08,0.08,0,6,-4,4,0,-0.089,-0.042,0.042,0,4.47,-0.01,0.01,0,2.9736981,8.8428805,0.72363998,0.059217674,0.001669068,0.04207068,0.033948,0.048852,0.04156948,483.22722,341.37782,706.92219,1187.032,1094.9859,1313.5379,,1236.6145,1483.4347,Jovian,G,19 17 44.32,+49 28 24.44,0.81470428,0.67953212,1.6032517,0.86071291,1.5200284,0.91019863,1.5200284,0.83085918,1.5200284,2.4370462,1.7948156,0.4673015,0,0,Hot,0,0.074777868,Cygnus,Cyg,Swan
K2-152 b,Transit,K2,2018,28-03-2022,5.86,,,0,M-R relationship,2.29,-0.24,0.25,0,32.6479,-0.01483,0.01141,0,0.1716,-0.0012,0.0012,0,,,,0,,,,0,,,,0,K2-152,,,M0.0 V,181.63241,-5.8274311,12h06m31.78s,-05d49m38.75s,13.728,-0.019,0.019,108.449,-0.411,0.414,4044,-35,34,0,0.63,-0.01,0.01,0,0.61,-0.01,0.01,0,0.12,-0.08,0.09,0,,,,0,-1.06,-0.107,0.086,0,4.67,-0.01,0.01,0,1.5996725,2.558952,1.1174463,0.4879678,0.003609842,0.1716,0.1716,0.1716,0.1716,2.957777,2.957777,2.957777,334.07276,334.07276,334.07276,377.28269,377.28269,377.28269,Superterran,M,12 06 31.78,-05 49 38.75,0.087096359,0.23913201,0.60394003,0.3028979,0.57258475,0.32091992,0.57258475,0.29240455,0.57258475,0.79682649,0.088422322,0.39548618,0,0,Hot,0,0.55366239,Virgo,Vir,Virgin
K2-157 b,Transit,K2,2018,28-03-2022,0.972,,,0,M-R relationship,1,-0.08,0.1,0,0.365261,-0.00017,0.00017,0,0.009793872,,,0,,,,0,89.7,-20,20,0,,,,0,K2-157,,,,183.7515,-5.7820178,12h15m00.36s,-05d46m55.26s,12.942,-0.069,0.069,298.373,-4.455,4.59,5456,-50,50,0,0.94,-0.03,0.02,0,0.88,-0.04,0.04,0,0.13,-0.08,0.08,0,,,,0,-0.21,-0.009,0.009,0,4.5,-0.1,0.1,0,0.9859006,0.972,0.972,0.972,9.9064746e-05,0.009793872,0.009793872,0.009793872,0.009793872,6428.2266,6428.2266,6428.2266,2280.9854,2280.9854,2280.9854,2576.0146,2576.0146,2576.0146,Terran,G,12 15 00.36,-05 46 55.26,0.616595,0.60050725,1.4282203,0.76062336,1.3540823,0.80456173,1.3540823,0.73426771,1.3540823,2.1201362,1.1429035,0.4519188,0,0,Hot,0,0.2931132,Virgo,Vir,Virgin
HD 108874 c,Radial Velocity,W. M. Keck Observatory,2005,20-09-2021,314.64,-19.07,19.07,0,Msini,13.8,,,0,1624,-23,23,0,2.659,-0.06,0.06,0,0.239,-0.031,0.031,0,,,,0,27,-10,10,0,HD 108874,HD 108874,HIP 61028,G5,187.6126,22.87944,12h30m27.02s,+22d52m45.98s,8.76,-0.03,0.03,59.5175,-0.1576,0.1585,5551,-44,44,0,0.95,-0.04,0.04,0,1.09,-0.03,0.03,0,0.19,-0.03,0.03,0,8,-3.5,2.5,0,-0.001,-0.008,0.012,0,4.36,-0.03,0.03,0,4.7749346,22.8,1.6521739,0.11972275,0.14003987,2.7349424,2.023499,3.294501,2.6783513,0.14532333,0.091922264,0.24366548,155.56645,140.2668,178.97741,,158.40931,202.12686,Jovian,G,12 30 27.02,+22 52 45.98,0.99770006,0.75972618,1.8015264,0.96229325,1.7080105,1.0177861,1.7080105,0.9289386,1.7080105,2.6968933,1.3502765,0.49733349,0,0,Cold,0,0.19227076,Coma Berenices,Com,Berenice's Hair
K2-206 b,Transit,K2,2018,14-02-2018,8.22,,,0,M-R relationship,2.795,-0.155,0.223,0,18.294549,-0.001599,0.001728,0,0.12558365,,,0,,,,0,89.112,-1.221,0.634,0,,,,0,K2-206,,,,11.256426,0.5931866,00h45m01.54s,+00d35m35.47s,13.084,-0.092,0.092,244.443,-3.039,3.114,5043,-50,50,0,0.79,-0.03,0.03,0,0.76,-0.03,0.03,0,-0.14,-0.08,0.08,0,,,,0,-0.435,-0.008,0.007,0,4.46,-0.1,0.1,0,1.7149245,2.940966,1.052224,0.37646654,0.002742416,0.12558365,0.12558365,0.12558365,0.12558365,23.288087,23.288087,23.288087,559.60703,559.60703,559.60703,,631.98821,631.98821,Neptunian,K,00 45 01.54,+00 35 35.47,0.3672823,0.47370539,1.1433663,0.6000173,1.0840139,0.63495642,1.0840139,0.57924907,1.0840139,1.6363031,0.53051289,0.42647491,0,0,Hot,0,0.26999619,Cetus,Cet,Whale
IC 4651 9122 b,Radial Velocity,La Silla Observatory,2018,18-07-2018,2002.329,-158.915,158.915,0,Msini,12.7,,,0,734,-8.1,8.1,0,2.038,-0.039,0.039,0,0.18,-0.09,0.09,0,,,,0,118.5,-60.7,60.7,0,IC 4651 9122,,,,261.20861,-49.948932,17h24m50.07s,-49d56m56.15s,10.909,-0.016,0.016,859.324,-31.989,31.989,4740.1,-35.15,35.15,0,2.1,,,0,10.27,-0.68,0.47,0,0.12,,,0,1.14,,,0,1.636,-0.024,0.023,0,2.52,,,0,12.556421,157.6637,12.414465,0.9775169,0.16452882,2.0710156,1.67116,2.40484,2.046343,10.586288,7.4787261,15.48688,456.67842,421.2662,505.34817,,475.75398,570.71134,Jovian,K,17 24 50.07,-49 56 56.15,43.251383,5.2112639,12.736774,6.6008619,12.07559,6.9876763,12.07559,6.3724576,12.07559,17.756762,0.43674461,0.46821869,0,0,Hot,0,0.15919618,Ara,Ara,Altar
K2-153 b,Transit,K2,2018,28-03-2022,4.66,,,0,M-R relationship,2,-0.18,0.21,0,7.51574,-0.0024,0.00205,0,0.0614,-0.0004,0.0004,0,,,,0,,,,0,,,,0,K2-153,,,M3.0 V,183.80887,2.0208765,12h15m14.13s,+02d01m15.16s,14.96,-0.045,0.045,143.125,-0.903,0.915,3845,-37,37,0,0.55,-0.01,0.01,0,0.53,-0.01,0.01,0,-0.09,-0.08,0.08,0,,,,0,-1.367,-0.102,0.083,0,4.73,-0.01,0.01,0,1.5264338,2.33,1.165,0.5825,0.001252068,0.0614,0.0614,0.0614,0.0614,11.39366,11.39366,11.39366,468.0212,468.0212,468.0212,528.5564,528.5564,528.5564,Superterran,M,12 15 14.13,+02 01 15.16,0.042953643,0.1686256,0.43012118,0.21359011,0.40778887,0.22635268,0.40778887,0.20618464,0.40778887,0.55958204,0.060037853,0.37798279,0,0,Hot,0,0.36187516,Virgo,Vir,Virgin
K2-164 b,Transit,K2,2018,05-09-2019,10.6,,,0,M-R relationship,3.249,-0.413,0.515,0,17.355066,-0.003808,0.004097,0,0.13859719,,,0,,,,0,87.89,-3.662,1.532,0,,,,0,K2-164,,,,171.93366,-0.0628488,11h27m44.08s,-00d03m46.26s,11.352,-0.023,0.023,375.67,-7.414,7.713,5791,-50,50,0,1.18,-0.06,0.09,0,2.2,-0.25,0.31,0,-0.23,-0.08,0.08,0,,,,0,0.59,-0.012,0.012,0,3.81,-0.1,0.1,0,1.8062509,3.2625423,1.0041682,0.30906991,0.002881914,0.13859719,0.13859719,0.13859719,0.13859719,202.53082,202.53082,202.53082,960.99801,960.99801,960.99801,,1085.2962,1085.2962,Neptunian,G,11 27 44.08,-00 03 46.26,3.8904514,1.4790779,3.4834633,1.8734349,3.3026399,1.9810276,3.3026399,1.8084374,3.3026399,5.3255414,2.1921847,0.48750431,0,0,Hot,0,0.20608469,Leo,Leo,Lion
BD-210397 c,Radial Velocity,La Silla Observatory,2023,05-09-2023,1525.5764,-190.69704,190.69704,0,Mass,12.9,,,0,6240,-156,151,0,5.9,-0.1,0.1,0,0.43,-0.05,0.05,0,33,-4,5,0,174,-9,9,0,BD-210397,,HIP 10337,K7 V,33.30242,-21.196215,02h13m12.58s,-21d11m46.37s,9.84,-0.03,0.03,23.7324,-0.0227,0.0228,4051,-239,239,0,0.69,-0.01,0.01,0,0.75,-0.09,0.09,0,0.12,-0.1,0.1,0,4,-2.8,9.5,0,-0.87,-0.006,0.006,0,4.67,-0.06,0.06,0,10.874821,118.26173,9.1675762,0.71066482,0.43823501,6.445455,3.363,8.437,6.0454422,0.004292305,0.001895064,0.011927413,62.789304,53.150296,84.185302,,60.024907,95.07407,Jovian,K,02 13 12.58,-21 11 46.37,0.13489629,0.29755521,0.75122992,0.37689999,0.71222773,0.39932164,0.71222773,0.36384329,0.71222773,0.99166221,0.092247426,0.39827636,0,0,Cold,0,0.07374133,Cetus,Cet,Whale
HIP 74890 b,Radial Velocity,Multiple Observatories,2016,16-03-2016,762.792,-95.349,95.349,0,Msini,13.3,,,0,822.3,-16.8,16.8,0,2.1,-0.09,0.09,0,0.07,-0.07,0.07,0,,,,0,181.9,-93.9,93.9,0,HIP 74890,HD 135760,HIP 74890,K1 III,229.5715,-41.421096,15h18m17.16s,-41d25m15.95s,7.05,-0.03,0.03,78.6562,-0.256,0.256,4850,-100,100,0,1.74,-0.21,0.21,0,5.77,-0.53,0.53,0,0.2,-0.13,0.13,0,,,,0,1.215,-0.069,0.059,0,3.1,-0.2,0.2,0,7.573162,57.352782,4.3122392,0.32422851,0.14840201,2.105145,1.953,2.247,2.1012883,3.7293062,3.2493303,4.3012582,353.67706,342.01738,366.8585,,386.25488,414.30903,Jovian,K,15 18 17.16,-41 25 15.95,16.405898,3.1945028,7.7710459,4.0463195,7.3676439,4.2828825,7.3676439,3.9063001,7.3676439,10.936133,0.49545312,0.55488231,0,0,Hot,0,0.2675757,Lupus,Lup,Wolf
HD 160691 c,Radial Velocity,Anglo-Australian Telescope,2004,01-08-2022,1398.445,,,1,Mass,12.8978,,,0,3947,-23,23,0,4.17,-0.07,0.07,0,0.0985,-0.0627,0.0627,0,60,,,0,84,-36,36,0,HD 160691,HD 160691,HIP 86796,G3 IV-V,266.03616,-51.834875,17h44m08.68s,-51d50m05.55s,5.12,-0.03,0.03,15.5981,-0.0294,0.0296,5773,,,0,1.13,-0.02,0.02,0,1.33,-0.02,0.02,0,0.28,-0.03,0.03,0,5.7,-0.6,0.6,0,0.278,-0.013,0.01,0,4.2,-0.1,0.1,0,10.412736,108.42508,8.406478,0.65177609,0.40371605,4.1902292,3.759255,4.580745,4.1750735,0.10960869,0.090391536,0.13421357,146.30786,139.67917,154.18738,,157.74568,174.13041,Jovian,G,17 44 08.68,-51 50 05.55,1.8967059,1.0338589,2.4360635,1.3095106,2.3096097,1.3847391,2.3096097,1.2640815,2.3096097,3.7184656,2.0949766,0.4980009,0,0,Cold,0,0.1703014,Ara,Ara,Altar
K2-407 c,Transit,K2,2022,16-03-2022,2.42,,,0,M-R relationship,1.36,-0.088,0.096,0,9.22453,-0.000911,0.001322,0,0.082470757,,,0,,,,0,,,,0,,,,0,K2-407,,,G4,232.55526,-23.006737,15h30m13.26s,-23d00m24.25s,11.969,-0.041,0.041,218.376,-1.651,1.676,5563,-138,138,0,0.88,-0.27,0.39,0,0.93,-0.05,0.06,0,0.014,-0.235,0.235,0,,,,0,-0.127,-0.021,0.011,0,4.45,-0.15,0.15,0,1.3339459,1.7794118,1.308391,0.96205221,0.001155747,0.082470757,0.082470757,0.082470757,0.082470757,109.74887,109.74887,109.74887,824.5172,824.5172,824.5172,931.16261,931.16261,931.16261,Terran,G,15 30 13.26,-23 00 24.25,0.74644876,0.65668202,1.5566112,0.83177399,1.4758087,0.87972993,1.4758087,0.80294209,1.4758087,2.3327262,1.3436799,0.44209135,0,0,Hot,0,0.29733453,Libra,Lib,Scales
HD 68988 b,Radial Velocity,Multiple Observatories,2001,09-05-2022,626.1251,-31.783,31.783,0,Msini,13.4,,,0,6.27711,-0.00021,0.00021,0,0.07,0,0,0,0.12,-0.01,0.01,0,,,,0,40.4,-1,1.1,0,HD 68988,HD 68988,HIP 40687,G2 V,124.59354,61.460852,08h18m22.45s,+61d27m39.07s,8.2,-0.03,0.03,60.8447,-0.1906,0.1918,5932,-23,23,0,1.28,-0.09,0.09,0,1.19,-0.02,0.02,0,0.35,,,0,6,,,0,0.222,-0.002,0.002,0,4.4,-0.03,0.03,0,6.8356239,46.725754,3.4869965,0.26022362,0.00485493,0.070504,0.0616,0.0784,0.070126599,342.73115,271.24883,439.37827,1093.096,1033.8123,1166.2975,,1167.5285,1317.1498,Jovian,G,08 18 22.45,+61 27 39.07,1.6672472,0.9600199,2.253,1.215979,2.1360489,1.2856553,2.1360489,1.1737662,2.1360489,3.486292,2.8698274,0.52358441,0,0,Hot,0,0.069970662,Ursa Major,UMa,Big Bear
HD 213240 b,Radial Velocity,La Silla Observatory,2001,12-06-2023,1655.886,-155.73592,476.74261,0,Mass,12.8,,,0,882.70001,-7.6,7.6,0,1.89,-0.03,0.03,0,0.42,-0.01,0.01,0,63,-20,17,0,201.9,-1.5,1.4,0,HD 213240,HD 213240,HIP 111143,G0/1 V,337.75063,-49.434104,22h31m00.15s,-49d26m02.77s,6.81,-0.03,0.03,40.8707,-0.0625,0.0626,5979,-19,19,0,1.57,-0.12,0.12,0,1.51,-0.02,0.02,0,0.15,,,0,4.6,-0.2,0.2,0,0.429,-0.001,0.001,0,4.27,-0.03,0.03,0,11.373922,129.36609,10.106726,0.78958797,0.11161399,2.056698,1.0962,2.6838,1.9343094,0.82835829,0.37282043,2.234706,234.4697,199.05571,311.46182,,224.80214,351.74718,Jovian,G,22 31 00.15,-49 26 02.77,2.6853444,1.2148872,2.8479769,1.5387966,2.7001413,1.6269059,2.7001413,1.4853662,2.7001413,4.4244956,3.3303244,0.53618875,1,1,Warm,0,0.39173942,Grus,Gru,Crane
K2-163 b,Transit,K2,2018,14-02-2018,6.65,,,0,M-R relationship,2.466,-0.124,0.257,0,6.673117,-0.000303,0.000316,0,0.065176062,,,0,,,,0,88.253,-2.188,1.28,0,,,,0,K2-163,,,,182.32925,-0.5393421,12h09m19.02s,-00d32m21.63s,13.078,-0.503,0.503,208.529,-4.084,4.248,4937,-50,50,0,0.83,-0.02,0.02,0,0.76,-0.01,0.02,0,0.14,-0.08,0.08,0,,,,0,-0.541,-0.011,0.011,0,4.71,-0.1,0.1,0,1.6421555,2.6966748,1.0935421,0.44344772,0.001304531,0.065176062,0.065176062,0.065176062,0.065176062,67.736659,67.736659,67.736659,730.81197,730.81197,730.81197,825.33728,825.33728,825.33728,Superterran,K,12 09 19.02,-00 32 21.63,0.28773984,0.42140081,1.0214315,0.53376692,0.96840841,0.56491613,0.96840841,0.51529473,0.96840841,1.4483175,0.44952906,0.43355463,0,0,Hot,0,0.25114966,Virgo,Vir,Virgin
K2-17 b,Transit,K2,2015,05-09-2019,5.6,,,0,M-R relationship,2.23,-0.2,0.2,0,17.96753,-0.00152,0.00152,0,0.119,-0.002,0.002,0,0.18,-0.152247,0.201126,0,89.08,-0.2,0.4,0,52.06,-130.8055,83.4772,0,K2-17,,,K7,178.32967,6.4123178,11h53m19.12s,+06d24m44.34s,13.411,-0.103,0.103,125.106,-0.657,0.663,4320,-47,56,0,0.71,-0.05,0.02,0,0.66,-0.03,0.02,0,0.15,-0.22,0.09,0,,,,0,-0.997,-0.004,0.004,0,4.8,-0.05,0.05,0,1.58468,2.5112108,1.1261035,0.50497914,0.001942925,0.1209278,0.09758,0.14042,0.11948715,7.2286658,5.1067202,10.574951,415.13476,382.94396,459.37706,468.82948,432.47503,518.7942,Superterran,K,11 53 19.12,+06 24 44.34,0.10069317,0.25524826,0.63600109,0.32331191,0.60298334,0.34243267,0.60298334,0.3121202,0.60298334,0.85676904,0.14784152,0.41156387,0,0,Hot,0,0.40084163,Virgo,Vir,Virgin
K2-254 b,Transit,K2,2018,28-03-2022,3.29,,,0,M-R relationship,1.63,-0.24,0.28,0,4.09639,-0.00079,0.00081,0,0.0448,-0.0005,0.0005,0,,,,0,,,,0,,,,0,K2-254,,,,185.55079,-4.7172908,12h22m12.19s,-04d43m02.25s,14.238,-0.137,0.137,227.775,-1.281,1.296,4629,-123,168,0,0.71,-0.03,0.02,0,0.67,-0.01,0.01,0,-0.14,-0.15,0.18,0,,,,0,-0.822,-0.006,0.006,0,4.64,-0.01,0.01,0,1.4207058,2.0184049,1.2382852,0.75968418,0.000747095,0.0448,0.0448,0.0448,0.0448,75.066121,75.066121,75.066121,749.82636,749.82636,749.82636,846.81105,846.81105,846.81105,Superterran,K,12 22 12.19,-04 43 02.25,0.15066071,0.3089348,0.75878004,0.39131362,0.71939018,0.41429987,0.71939018,0.37777319,0.71939018,1.048006,0.25138934,0.41156387,0,0,Hot,0,0.29095605,Virgo,Vir,Virgin
K2-187 b,Transit,K2,2018,28-03-2022,1.87,,,0,M-R relationship,1.2,-0.2,0.2,0,0.77401,-8.30E-05,8.3000000e-05,0,0.0164,-0.0002,0.0002,0,,,,0,89.7,-8,10,0,,,,0,K2-187,,,,132.52356,23.192471,08h50m05.65s,+23d11m32.90s,13.102,-0.069,0.069,330.916,-5.539,5.727,5438,-63,63,0,0.97,-0.02,0.03,0,0.83,-0.11,0.11,0,0,-0.1,0.1,0,,,,0,-0.21,-0.011,0.01,0,4.6,-0.08,0.08,0,1.2483322,1.5583333,1.2986111,1.0821759,0.000204167,0.0164,0.0164,0.0164,0.0164,2292.5156,2292.5156,2292.5156,1762.6975,1762.6975,1762.6975,1990.6898,1990.6898,1990.6898,Terran,G,08 50 05.65,+23 11 32.90,0.616595,0.60111744,1.4305038,0.76139659,1.3562472,0.80539416,1.3562472,0.73501573,1.3562472,2.1201362,1.1197664,0.45667619,0,0,Hot,0,0.29059139,Cancer,Cnc,Crab
